카테고리1,카테고리2,대표도시 국가,대표도시,판매가격,하나허브 마스터코드,마스터 상품코드,마스터 상품명
여행서비스,와이파이&SIM 카드,대만,타이페이,9900,JQF003,MHJ-PRD09DE6AKFZ,[대만전지역] 유심칩 데이터 무제한 인천공항 수령
여행서비스,와이파이&SIM 카드,싱가포르,싱가포르,38500,JQF003,MHJ-PRD09DE6KUSV,[싱가포르 말레이시아 전지역] 유심칩 데이터 무제한 인천공항 수령
여행서비스,와이파이&SIM 카드,호주,시드니,7000,JQF003,MHJ-PRD13A266WUN,[호주 뉴질랜드] SKT 포켓와이파이 무제한 데이터 인천공항 SKT부스 수령
여행서비스,와이파이&SIM 카드,대만,타이페이,9900,JQF003,MHJ-PRD13A26JUD2,[대만전지역] SKT 포켓와이파이 무제한 데이터 인천공항 SKT부스 수령
여행서비스,와이파이&SIM 카드,이탈리아,로마,47000,JQF003,MHJ-PRD1AF565EUR,[유럽통합] SKT 포켓와이파이 무제한 데이터 인천공항 SKT부스 수령 
여행서비스,와이파이&SIM 카드,태국,방콕,6720,JQF003,MHJ-PRD1AF56HJUQ,[태국] SKT 포켓와이파이 무제한 데이터 인천공항 SKT부스 수령
여행서비스,와이파이&SIM 카드,호주,시드니,50000,JQF003,MHJ-PRD1FD76LKWO,[호주 뉴질랜드] 유심칩 데이터 무제한 인천공항 수령
여행서비스,와이파이&SIM 카드,일본,오사카,3500,JQF003,MHJ-PRD24B96GDMB,[일본전지역] SKT 포켓와이파이 무제한 데이터 인천공항 SKT부스 수령
여행서비스,와이파이&SIM 카드,중국,북경,55000,JQF003,MHJ-PRD335925TOZ,[중국전지역] 유심칩 4일/5일/6일 매일 1GB VPN 없이 사용 인천공항 수령
여행서비스,와이파이&SIM 카드,일본,오사카,3500,JQF003,MHJ-PRD33592PMUO,[일본전지역] 유심칩 데이터 무제한 인천공항 수령
여행서비스,와이파이&SIM 카드,태국,방콕,6720,JQF003,MHJ-PRD44702APOF,[태국전지역] 유심칩 7일 4G/5G 데이터 15GB 후 저속무제한
여행서비스,와이파이&SIM 카드,이탈리아,로마,47000,JQF003,MHJ-PRD46E12PGQO,[유럽전지역] 쓰리심 유심칩 유럽내통화가능 인천공항 수령
트립,시내관광,스페인,바르셀로나,37100,EWF505,MHJ-PRD160D6GAHE,[아우라투어] ♥소규모+츄로스♥ 음악과 인생샷이 함께하는 고딕지구야경 워킹투어 가우디 산책길
트립,시내관광,스페인,바르셀로나,37100,EWF505,MHJ-PRD160D6LQ1G,[아우라투어]♥소규모♥ 사그라다 파밀리아 내부 투어 성가족 성당 선착순8명 세미 프라이빗
트립,시내관광,스페인,바르셀로나,37100,EWF505,MHJ-PRD160D6SZ6G,[아우라투어]♥오직 1팀을 위한 가우디♥단독 VIP 프라이빗 투어 + 사그라다 내부할인
트립,시내관광,스페인,바르셀로나,37100,EWF505,MHJ-PRD160D6UQRC,[아우라투어] ♥소규모+출발시간 선택♥ 가우디5작품+까사비센스입장+구엘공원오픈런
트립,버스투어/기차투어,일본,후쿠오카,3500,JQF010,MHJ-PRD07611EMJM,[출발확정] 후쿠오카 유후인 일일 버스투어 다자이후 벳푸 와쿠와쿠 #후쿠오카 1일 당일
트립,버스투어/기차투어,일본,오사카,3500,JQF010,MHJ-PRD07611F0VZ,[출발확정] 오사카 교토 일일 버스투어 아라시야마 청수사 와쿠와쿠 #교토 1일 당일
트립,근교투어,중국,상해,55000,CBF403,MHJ-PRD09DE9AAK7,[상해근교] 우전수향마을 당일여행 야경투어 상하이 핫플 가이드투어 - 동책유람선 포함
트립,랜드마크투어,중국,북경,55000,CBF403,MHJ-PRD09FDDTWIC,[북경] 한국어 가이드 무텐위 만리장성과 싼리툰 데이투어 모전욕 당일여행 - 리프트&슬라이드 포함
입장권/패스,공연&축제,중국,상해,55000,CBF403,MHJ-PRD0C432IROQ,[상해] 송성파크 & 천고정쇼 귀빈석 E티켓 (상하이 송성가무쇼)
입장권/패스,공연&축제,중국,상해,55000,CBF403,MHJ-PRD0C432PMNW,[항주] 송성파크 & 천고정쇼 귀빈석 E티켓 (항저우 송성가무쇼)
트립,근교투어,중국,상해,55000,CBF403,MHJ-PRD0EB42X9K6,[우전 1박 여행] 상하이 근교 우전수향마을 1박2일 투어 - 5성급 리조트 한국어 가이드 포함
입장권/패스,공연&축제,중국,상해,55000,CBF403,MHJ-PRD16139WLPI,[상해] 마시청 서커스 할인티켓 상하이 핫플레이스 ERA2 시공의여행
트립,근교투어,중국,상해,55000,CBF403,MHJ-PRD18B690PFH,[상해근교 당일여행] 주가각 수향마을 한국어가이드 데이투어 - 상하이 마시청서커스 선택관람
트립,근교투어,중국,상해,55000,CBF403,MHJ-PRD1AEF6NJBT,[항저우 출발] 우전수향마을 야경투어 항주근교 당일여행 한국어가이드 동책유람선포함 데이투어
트립,역사/교육여행,중국,상해,55000,CBF403,MHJ-PRD1FD16LQRL,[상해] 독립 운동 발자취 탐방 지식가이드 투어 - 상하이 대한민국 임시정부 홍구공원 만국공묘
트립,시내관광,중국,상해,55000,CBF403,MHJ-PRD1FD16TWKD,[상해] 토요일엔 상하이 로망스 - 예원 마시청서커스 황푸강유람선 투어
트립,근교투어,중국,상해,55000,CBF403,MHJ-PRD24B99WQHF,[상해근교] 복원고진 수향마을 상하이 근교여행 야경 일일투어
트립,근교투어,중국,북경,55000,CBF403,MHJ-PRD27246MZN8,[북경] 뉴 골드투어 - 베이징 일일 여행 이화원 경상공원 천단공원 조양서커스(홍극장)
트립,시내관광,중국,상해,55000,CBF403,MHJ-PRD2C0C9LX5M,[상해] 상하이베스트데이투어 - 동방명주 송성가무쇼 스타벅스리저브 황포강유람선 포함
트립,근교투어,중국,북경,55000,CBF403,MHJ-PRD2E8A1XDOW,"[북경] 베이징 고북수진 수향마을과 사마대장성 데이투어, 만리장성 야경 당일여행  (왕복 케이블카 포함)"
여행서비스,픽업서비스,중국,상해,55000,CBF403,MHJ-PRD2E8A1ZEDV,[상해] 상하이 공항픽업 & 공항샌딩 (편도) 승용차 승합차 버스
페리,크루즈,중국,상해,55000,CBF403,MHJ-PRD2EAF9IUUP,[상해] 황푸강 유람선 상하이 야경투어 황포강 야간 크루즈 할인티켓
트립,랜드마크투어,중국,북경,55000,CBF403,MHJ-PRD384E1IKJN,[북경] 베이징 만리장성(거용관)과 이화원 데이투어
트립,랜드마크투어,중국,북경,55000,CBF403,MHJ-PRD3FA112RPX,[북경] 남쌤과 같이 하는 베이징 천안문&자금성 지식가이드 투어
입장권/패스,공연&축제,중국,북경,55000,CBF403,MHJ-PRD46EDD3ZLJ,[북경] 조양서커스(홍극장) 할인티켓
입장권/패스,공연&축제,중국,북경,55000,CBF403,MHJ-PRD46EDDOLYZ,[북경] 진락궁서커스 할인티켓
입장권/패스,공연&축제,중국,상해,55000,CBF403,MHJ-PRD4BC36OIDW,[항주] 항저우 인상서호쇼 E티켓
입장권/패스,전망대&스카이라운지,이탈리아,로마,47000,EZF104,MHJ-PRD051B90RLY,[로마] 레오나르도 다빈치 국제공항 라운지 이용권 (택1 사용)
입장권/패스,공연&축제,스페인,바르셀로나,37100,EZF101,MHJ-PRD051B9RX0G,[바르셀로나] 까사밀라 입장권 티켓 예약  #라페드레라
입장권/패스,랜드마크,대만,타이페이,9900,ATF409,MHJ-PRD051BD1FCI,[즉시확정][대만] 단수이 홍마오청 역사박물관 입장권 
입장권/패스,"철도,교통패스",대만,타이페이,9900,ATF409,MHJ-PRD051BDFZUD,[즉시확정] [대만] 타오위안 공항철도 MRT 승차권 (타오위안 공항/타이베이 메인역 수령)
트립,근교투어,스페인,바르셀로나,37100,EGF100,MHJ-PRD052E9RY8F,[바르셀로나 출발]  '몬세라트+시체스' 바르셀로나 당일 근교투어
입장권/패스,박물관&미술관,스페인,바르셀로나,37100,EZF101,MHJ-PRD07866FC3Y,[바르셀로나] 까사 바트요 입장권
트립,근교투어,중국,북경,55000,CBF401,MHJ-PRD078C99ITF,[북경출발] 북경근교투어 이화원 + 팔달령만리장성 + 용경협(유람선)  1일투어(10시간)
입장권/패스,박물관&미술관,미국,뉴욕,27000,HEF100,MHJ-PRD09F75CMHB,[뉴욕] 미국 자연사 박물관 입장권
입장권/패스,랜드마크,영국,런던,20000,EZF101,MHJ-PRD09F79MILG,[영국] 런던 고 시티 익스플로러 패스 #Go City 카드 #QR입장권
트립,시내관광,스페인,바르셀로나,37100,EGF100,MHJ-PRD0A109JVSS,[바르셀로나] 바르셀로나 핵심 반일 가이드 워킹투어 ＃오전투어 
입장권/패스,"동물원,식물원&수족관",대만,타이페이,9900,ATF409,MHJ-PRD0A109ZQ0B,[즉시확정][대만] 타이베이 시립 동물원 입장권
레스토랑,식사권,대만,타이페이,9900,ATF409,MHJ-PRD0C4960WCF,[하나투어 단독] 서문객잔 세트 식사권 #대만식사천요리전문 #시먼딩
입장권/패스,박물관&미술관,스페인,바르셀로나,37100,EZF105,MHJ-PRD0C5C1PHUA,[바르셀로나] 피게레스 달리 극장 박물관 패스트트랙 티켓
입장권/패스,익스프레스&패스트트랙,프랑스,파리,10000,EZF105,MHJ-PRD0C6856YMH,[프랑스] 파리 개선문 입장권 패스트트랙  (루프탑 전망대)
입장권/패스,박물관&미술관,프랑스,파리,24500,EZF101,MHJ-PRD0C685DMF9,[파리] 루브르박물관 입장권 티켓 예약 (오디오 가이드 포함) 
입장권/패스,박물관&미술관,프랑스,파리,24500,EZF101,MHJ-PRD0C685GWTJ, [프랑스] 파리 오르세 미술관 입장권 티켓 예약
입장권/패스,박물관&미술관,영국,런던,20000,EZF101,MHJ-PRD0C818FY9E,[영국] 벨파스트 타이타닉 박물관 티켓
여행서비스,쇼핑/쿠폰,대만,타이페이,9900,ATF409,MHJ-PRD0C819ZIEQ,[즉시확정][대만] Everrich 에버리치 면세점 쇼핑/체험 쿠폰
입장권/패스,박물관&미술관,미국,뉴욕,27000,HEF100,MHJ-PRD0ED957GHU,뉴욕 현대미술관 모마(MoMA) 입장권
입장권/패스,박물관&미술관,미국,뉴욕,27000,HEF100,MHJ-PRD0ED95MXFW,[뉴욕] 스파이스케이프 스파이 박물관 입장권 
입장권/패스,랜드마크,미국,뉴욕,27000,HEF108,MHJ-PRD0ED95PFH8,[공식티켓] 뉴욕 탑 오브 더 락 전망대 입장권
트립,시내관광,중국,북경,55000,CBF401,MHJ-PRD0EDF9NRDP,[북경출발] 시내관광 - 천안문 광장.자금성.경산공원.천단공원.서커스vip석 1일투어 
트립,근교투어,중국,북경,55000,CBF401,MHJ-PRD0EDF9ZSPT,"[북경출발] 고북수진 야경투어+ 사마대장성(왕복케이블카,4인출발)"
레스토랑,카페&베이커리,대만,타이페이,9900,ATF409,MHJ-PRD111EEAW0G,[대만] 현지 인기 간식! 보니타 Bonita 디저트 바우처 #누가크래커 #설화병 #누가쫀득쿠키 #과일차티백 #누가캔디
입장권/패스,액티비티,대만,타이페이,9900,ATF409,MHJ-PRD111EESJW2,[대만] 웰스프링 바이 실크스 베이터우 온천 체험 #대중탕 #프라이빗온천
입장권/패스,전망대&스카이라운지,스페인,바르셀로나,37100,EZF101,MHJ-PRD113E0M7ZP,[바르셀로나] 미라도르 토레 전망대 입장권 티켓 예약 (글로리스 타워) 
여행서비스,쇼핑/쿠폰,일본,오사카,3500,JOF002,MHJ-PRD114A92250,[즉시확정][일본] 빅카메라 할인쿠폰
여행서비스,쇼핑/쿠폰,일본,도쿄,3500,JOF002,MHJ-PRD114A9H3IQ,[즉시확정][일본] 도쿄 나리타 국제공항 면세점 할인쿠폰
여행서비스,쇼핑/쿠폰,일본,오사카,3500,JOF002,MHJ-PRD114A9PCQA,[즉시확정][일본] 이온몰 할인쿠폰
여행서비스,쇼핑/쿠폰,일본,오사카,3500,JOF002,MHJ-PRD114A9Y13Z,[즉시확정][일본] 돈키호테 할인쿠폰
트립,역사/교육여행,중국,북경,55000,CBF401,MHJ-PRD11509DJQC,"[북경출발] 천안문광장, 자금성 (진보관포함)구석구석 심도 워킹투어(입장권포함,2인출발)"
트립,근교투어,미국,뉴욕,676500,HEF400,MHJ-PRD11635COQK,[뉴욕출발] 나이아가라 폭포 투어 호텔 1박 (한국인 가이드)
입장권/패스,테마파크,영국,런던,20000,EGF100,MHJ-PRD138FDRU2J,(전용예약)[영국] 런던 해리포터 스튜디오 입장권 티켓 예약  # 워너브라더스 스튜디오 #공식티켓
입장권/패스,랜드마크,스페인,바르셀로나,20000,EZF105,MHJ-PRD13B52RHY5, [스페인] 바르셀로나 구엘 공원 입장권 티켓 예약 #가우디 
입장권/패스,"철도,교통패스",이탈리아,로마,47000,EZF101,MHJ-PRD13B55N517,[로마] 빅버스 시티투어 티켓 
여행서비스,쇼핑/쿠폰,프랑스,파리,24500,EWF002,MHJ-PRD13BB9SU1M,[즉시확정][파리] 에펠커머스 약국 할인쿠폰
트립,시내관광,스페인,바르셀로나,20000,EGF100,MHJ-PRD13D49GIW4,[바르셀로나] 바르셀로나 종일투어 #가우디투어 #고딕지구 #보른지구 #구엘공원
트립,근교투어,이탈리아,로마,47000,EGF100,MHJ-PRD13D49IIPV,[로마 출발] 이탈리아 남부 당일 투어 #포지타노 #폼페이 #소렌토
입장권/패스,"철도,교통패스",일본,후쿠오카,3500,JKF003,MHJ-PRD16008FFQC,[큐슈][무료배송] 후쿠오카 산큐패스 전큐슈 3/4일권 (날짜지정/미지정) #패스케이스
입장권/패스,박물관&미술관,프랑스,파리,24500,EZF105,MHJ-PRD1600C0AOP,[파리] 로댕 미술관 패스트트랙 입장권 
입장권/패스,테마파크,대만,타이페이,9900,ATF409,MHJ-PRD1600ERO5U,[대만] 소인국  윈도우 온 월드 테마파크 입장권
입장권/패스,"동물원,식물원&수족관",대만,타이페이,9900,ATF409,MHJ-PRD160D6JJPO,[대만] 멍멍포레스트스토리 동물 농장 #타이베이 #신베이 #카피바라
트립,시내관광,싱가포르,싱가포르,38500,AVF008,MHJ-PRD1619DKDZF,"[싱가포르] 사이드카 시티 투어 : Kampong Glam, Joo Chiat, Tiong Bahru"
입장권/패스,"철도,교통패스",호주,시드니,52000,HEF100,MHJ-PRD162C5CLRR,[시드니] 빅버스 시티투어 패스 탑승권
입장권/패스,전망대&스카이라운지,미국,뉴욕,38500,EZF104,MHJ-PRD162C677AX,[뉴욕] JFK 공항 라운지 이용권 (택1 사용)
입장권/패스,액티비티,대만,타이페이,9900,ATF409,MHJ-PRD1632DEPIB,[대만] 타이베이 베이터우 더 가이아 호텔 온천 체험 #무료셔틀제공
입장권/패스,박물관&미술관,대만,타이페이,9900,ATF409,MHJ-PRD16459AJ7E,[즉시확정] [대만] 타이베이 국립 고궁박물관 입장권+예류 지질공원 입장권 #QR입장권
트립,근교투어,미국,뉴욕,846000,HEF400,MHJ-PRD1871AT8OS,"[뉴욕출발] 워싱턴DC+나이아가라폭포 2박 3일 투어(한국인 가이드, 뉴욕도착)"
입장권/패스,박물관&미술관,프랑스,파리,24500,EZF105,MHJ-PRD1871CCOUY,[파리] 앵발리드 패스트트랙 입장권 (나폴레옹 무덤)
여행서비스,픽업서비스,태국,방콕,6720,AAF500,MHJ-PRD187E6AIUD,"[태국] 방콕픽업 공항 ↔ 방콕, 파타야 시내 픽업/샌딩(차량당가격,차량보험 포함)"
입장권/패스,랜드마크,이탈리아,로마,47000,EZF105,MHJ-PRD18911NOHO,[로마] 콜로세움 & 포로 로마노 & 팔라티노 언덕 입장권 (콜로세움 통합권) 
입장권/패스,"철도,교통패스",프랑스,파리,24500,EWF003,MHJ-PRD189D5NR87,[프랑스]유레일 France Pass(플렉시-비연속사용)
입장권/패스,전망대&스카이라운지,싱가포르,싱가포르,38500,EZF104,MHJ-PRD189D606NG,[싱가포르] 창이공항 라운지 이용권 티켓
입장권/패스,"철도,교통패스",일본,도쿄,3500,JSF003,MHJ-PRD18A37I3O6,[무료배송][일본] JR 후지 · 시즈오카 투어리스트 미니패스 #후지산#MINI
입장권/패스,"철도,교통패스",이탈리아,로마,47000,EWF003,MHJ-PRD1B0E5O9FQ,[이탈리아] 유레일 이탈리아 패스 (플렉시-비연속사용) #모바일 패스
입장권/패스,액티비티,대만,타이페이,9900,ATF409,MHJ-PRD1B0E9SYLL,[즉시확정][대만] 까르푸 모바일 금액권 NT$200/NT$300 
트립,근교투어,미국,뉴욕,846000,HEF400,MHJ-PRD1D5A2BXQC,"[뉴욕출발] 뉴욕/워싱턴D.C./나이아가라/보스턴 뉴포트 5박6일투어 (한국인 가이드, 뉴욕도착)"
트립,여러도시여행,미국,뉴욕,846000,HEF400,MHJ-PRD1D5A2K71M,[뉴욕출발] 미동부 / 캐나다 / 보스턴 뉴포트 / 뉴욕시내 8박9일 (몬트리올2박)
트립,여러도시여행,미국,뉴욕,846000,HEF400,MHJ-PRD1D5A2MKEG,[뉴욕출발] 캐동부 / 보스턴 뉴포트 / 뉴욕시내 7박8일 (몬트리올2박)
입장권/패스,익스프레스&패스트트랙,스페인,바르셀로나,20000,EZF101,MHJ-PRD1D6041SDU,[바르셀로나] 국립 카탈루냐 미술관 티켓  #우선 입장권  #패스트트랙
레스토랑,테마파크,영국,런던,20000,EGF100,MHJ-PRD1D605NUI1,[영국] 워너 브라더스 스튜디오 투어 런던 _버터비어™  쿠폰 
입장권/패스,"동물원,식물원&수족관",스페인,바르셀로나,20000,EZF101,MHJ-PRD1D605WV8J,[바르셀로나] 바르셀로나 동물원 입장권 
입장권/패스,"철도,교통패스",스페인,바르셀로나,20000,EZF101,MHJ-PRD1D731QK3E,[스페인] 바르셀로나 시티 카드 & 익스프레스 카드
입장권/패스,"철도,교통패스",스페인,바르셀로나,42600,EZF101,MHJ-PRD1D7925GFE,[바르셀로나] 시티 투어 버스 티켓 (모바일티켓)
입장권/패스,"철도,교통패스",스페인,바르셀로나,42600,EZF101,MHJ-PRD1D792RZIZ,[바르셀로나] 올라 바르셀로나 트래블 카드(대중교통 무제한 패스)
페리,크루즈,프랑스,파리,9000,EFF100,MHJ-PRD1D792VM6E,[즉시확정][파리] 바토무슈 예약 세느강 유람선 티켓
입장권/패스,랜드마크,스페인,바르셀로나,42600,EZF100,MHJ-PRD1D8BEWDKY,바르셀로나 사그라다 파밀리아 성당 입장 티켓 예약 #시간 지정 우선 입장 #성가족 #가우디
레스토랑,카페&베이커리,대만,타이페이,9900,ATF409,MHJ-PRD1D989EDMR,[대만] 팔레 드 쉰 호텔 타이베이 한린쉔 라운지 이용권 (Palais de Chine  翰林軒) #이그제큐티브플로어투숙혜택
입장권/패스,액티비티,대만,타이페이,9900,ATF409,MHJ-PRD1FCB2PHMP,[대만] 베이터우 수미 온천 스위트 미 핫 스프링 리조트 온천 체험 #대중탕 #프라이빗온천
입장권/패스,테마파크,스페인,바르셀로나,42600,EZF101,MHJ-PRD1FD16K8BM,[바르셀로나 ] 바르셀로나 티비다보 놀이공원 티켓
입장권/패스,"동물원,식물원&수족관",스페인,바르셀로나,42600,EZF101,MHJ-PRD1FD16XXAZ,[발렌시아] 발렌시아 오세아노그래픽 아쿠아리움 입장권
입장권/패스,박물관&미술관,이탈리아,로마,47000,EZF105,MHJ-PRD1FE41IGRM,[로마] 산탄젤로 성 입장권 티켓 (오디오 가이드)
입장권/패스,박물관&미술관,대만,타이페이,9900,ATF409,MHJ-PRD1FF09ESYX,[즉시확정] [대만] 진과스 황금 박물관 일반 관람표
입장권/패스,전망대&스카이라운지,스페인,바르셀로나,42600,EZF104,MHJ-PRD1FF6A8BHU,[바르셀로나] 엘프라트 공항 라운지 이용권
레스토랑,카페&베이커리,대만,타이페이,9900,ATF409,MHJ-PRD1FFD1L84I,[즉시확정][대만] 패밀리마트 Family Mart 편의점 모바일 금액권 NT$200/NT$300
입장권/패스,공연&축제,중국,북경,38500,CBF401,MHJ-PRD200354S9J,[북경]진락궁 서커스 
트립,랜드마크투어,미국,뉴욕,846000,HEF400,MHJ-PRD223C04X37,"[뉴욕출발] 캐나다 동부 4박 5일 투어 (한국인 가이드, 퀘벡 숙박)"
트립,랜드마크투어,미국,뉴욕,846000,HEF400,MHJ-PRD223C06HIM,"[뉴욕출발] 미동부 캐나다 뉴욕시내 6박 7일 (한국인 가이드, 퀘벡 숙박)"
트립,랜드마크투어,미국,뉴욕,846000,HEF400,MHJ-PRD223C0CVSG,"[뉴욕출발] 미동부 캐나다 5박 6일 (한국인 가이드, 퀘벡 숙박)"
트립,근교투어,미국,뉴욕,846000,HEF400,MHJ-PRD223C0D1HT,"[뉴욕출발] 워싱턴D.C./나이아가라/뉴욕 시내 3박 4일 (한국인 가이드, 뉴욕도착)"
입장권/패스,"철도,교통패스",대만,타이페이,9900,ATF409,MHJ-PRD226194XX2,[즉시확정] [대만] 타오위안 공항 - 타이베이 국광버스1819 왕복 티켓
입장권/패스,"철도,교통패스",대만,타이페이,9900,ATF409,MHJ-PRD22619A1IB,"[즉시확정] [대만] 타이베이 펀패스 1,2,3일권_#타이페이펀패스"
입장권/패스,"철도,교통패스",대만,타이페이,9900,ATF409,MHJ-PRD22619TYNM,[대만] 대만 패스(TAIWAN PASS)_고속철도 버전 #대만고속철도+#MRT+#타이완 관광버스
트립,여러도시여행,미국,뉴욕,846000,HEF400,MHJ-PRD226E1ASYO,[뉴욕출발] 캐나다 동부 / 뉴욕시내 5박 6일 (몬트리올 2박)
입장권/패스,랜드마크,영국,런던,20000,EZF105,MHJ-PRD24CC5QURS,[영국] 스톤헨지 입장권 티켓 예약 
입장권/패스,랜드마크,대만,타이페이,9900,ATF409,MHJ-PRD2717EMLC0,[대만] 예류 해양 오션 월드 입장권
입장권/패스,박물관&미술관,스페인,바르셀로나,42600,EZF101,MHJ-PRD27246CVU5,[발렌시아] 발렌시아 과학 박물관 입장권
입장권/패스,박물관&미술관,스페인,바르셀로나,42600,EZF101,MHJ-PRD27246JPPP,[발렌시아] 발렌시아 산 니콜라스 교회 입장권
입장권/패스,랜드마크,스페인,바르셀로나,42600,EZF101,MHJ-PRD27246VYWT, [마요르카] 마요르카 대성당 입장권
입장권/패스,익스프레스&패스트트랙,이탈리아,로마,47000,EZF105,MHJ-PRD27371BMW1, [로마] 판테온 패스트트랙 입장권 + 오디오 가이드 
입장권/패스,"철도,교통패스",영국,런던,20000,EZF105,MHJ-PRD27499DL4Q,[영국] 런던 히드로 익스프레스 티켓 #공항 #패딩턴역
트립,근교투어,중국,북경,38500,CBF401,MHJ-PRD275C8JLTD,[북경] 무텐위 만리장성+이화원1일투어
여행서비스,수화물배송,태국,방콕,6720,AAF100,MHJ-PRD2988BR6TX,[방콕] 벨럭 방콕 호텔/시내 - 방콕 공항 캐리어 배달 짐 배송 서비스
트립,근교투어,미국,뉴욕,846000,HEF400,MHJ-PRD2988D59HX,"[뉴욕출발] 워싱턴D.C./나이아가라/보스턴 뉴포트 4박 5일 (한국인 가이드, 뉴욕도착)"
트립,근교투어,미국,뉴욕,846000,HEF400,MHJ-PRD2988DE8UY,"[뉴욕출발] 보스턴 뉴포트 1박 2일 (한국인 가이드, 뉴욕도착)"
트립,랜드마크투어,미국,뉴욕,846000,HEF400,MHJ-PRD2988DYB20,"[뉴욕출발] 캐나다 동부 뉴욕시내 5박 6일 투어 (한국인 가이드, 퀘벡 숙박)"
입장권/패스,박물관&미술관,프랑스,파리,9000,EZF100,MHJ-PRD298F1ZKI6,[파리] 오랑주리 미술관 입장권 패스트트랙 티켓
입장권/패스,"철도,교통패스",영국,런던,20000,EZF101,MHJ-PRD29A1CGN2U,[런던] 빅버스 시티 투어 버스 
트립,시내관광,스페인,바르셀로나,42600,EZF101,MHJ-PRD29AE5OBSG,[바르셀로나] 산 파우 병원 입장권
입장권/패스,"철도,교통패스",이탈리아,로마,47000,EZF101,MHJ-PRD2BF9CVFB4,[로마] 피우미치노 공항 - 로마 시내 버스 탑승권 (SIT 버스)
입장권/패스,박물관&미술관,프랑스,파리,9000,EZF101,MHJ-PRD2C065LZA0,[파리] 베르사유 궁전 입장권 티켓 예약 
입장권/패스,랜드마크,대만,타이페이,9900,ATF409,MHJ-PRD2C2595DQ1,[즉시확정] [대만] 예류 지질공원 입장권
레스토랑,카페&베이커리,대만,타이페이,9900,ATF409,MHJ-PRD2C2596IVN,[즉시확정] [대만] 0원 티켓! 시먼딩 삼형제 망고 눈꽃빙수 구매시 버블티 무료 증정 쿠폰
입장권/패스,전망대&스카이라운지,대만,타이페이,9900,ATF409,MHJ-PRD2C259BJFQ,[대만] 타이베이 미라마 대관람차 입장권
입장권/패스,전망대&스카이라운지,대만,타이페이,9900,ATF409,MHJ-PRD2C259GPHT,[즉시확정] [대만] 타이베이101타워 전망대 89층 입장권 #매표소코드제시 #실물티켓교환
입장권/패스,"철도,교통패스",대만,타이페이,9900,ATF409,MHJ-PRD2C259JRG6,[대만] 마오콩 곤돌라 원데이 탑승권 
레스토랑,카페&베이커리,대만,타이페이,9900,ATF409,MHJ-PRD2C2BDHUTE, [대만] 현지 인기 간식! 세인트 피터 누가크래커 바우처 (NT$200)
입장권/패스,"철도,교통패스",스페인,바르셀로나,42600,EZF101,MHJ-PRD2E776PJVH,[마요르카] 팔마 데 마요르카 시티투어 홉온홉오프 버스 이용권 
여행서비스,수화물배송,스페인,바르셀로나,42600,EZF101,MHJ-PRD2E776VMQL,[마요르카] 마요르카 센트로 팔마 수하물 보관 서비스
입장권/패스,테마파크,영국,런던,91000,EGF100,MHJ-PRD2E83BCBE9,런던 해리포터 스튜디오 입장권 티켓 예약 + 커피 # 워너브라더스 스튜디오 
입장권/패스,익스프레스&패스트트랙,스페인,바르셀로나,42600,EZF101,MHJ-PRD2EAF7YX7L,[바르셀로나] 까탈루냐 음악당 입장권 패스트트랙 
입장권/패스,"철도,교통패스",미국,뉴욕,846000,HEF100,MHJ-PRD30DB8HZ4R,[뉴욕] 빅버스 시티투어 탑승권 티켓
입장권/패스,박물관&미술관,프랑스,파리,9000,EZF101,MHJ-PRD30F4CFAXE,[파리] 살바도르 달리 전시회 패스트트랙 입장권
입장권/패스,액티비티,대만,타이페이,9900,ATF409,MHJ-PRD31079E0M1,[대만] 타이베이 재춘관 마사지 체험권
여행서비스,픽업서비스,대만,타이페이,9900,ATF409,MHJ-PRD31079XMP6,[대만 공항픽업] 타오위안 공항→타이베이/신베이 호텔 프라이빗 픽업 서비스 (공항→시내)
트립,문화&예술투어,프랑스,파리,9000,EGF100,MHJ-PRD334CEVRTM,"[파리] 소규모투어로 편하게(4~6인) 예술적 재탄생, 오르세 미술관 공인가이드 투어"
입장권/패스,박물관&미술관,영국,런던,91000,EZF101,MHJ-PRD3365CIGEI,[런던] 런던탑 (타워 오브 런던) 입장권 티켓
여행서비스,픽업서비스,대만,타이페이,9900,ATF409,MHJ-PRD33789EUT1,[대만 공항샌딩] 타이베이/신베이 호텔 → 타오위안 공항 샌딩 전용차 서비스  (시내→공항)
입장권/패스,"철도,교통패스",대만,타이페이,9900,ATF409,MHJ-PRD33789Y6ZZ,[즉시확정] [대만] 이지카드_#타이베이+#MRT+#타오위안공항수령
입장권/패스,테마파크,중국,북경,38500,CBF401,MHJ-PRD3384EYID8,[북경] 레고랜드 디스커버리 센터
입장권/패스,"동물원,식물원&수족관",호주,시드니,20000,HEF100,MHJ-PRD33917IJYO,[시드니] 페더데일 동물원 입장권 (와일드 라이프 파크)
입장권/패스,공연&축제,미국,뉴욕,846000,HEF100,MHJ-PRD35BDEDIMY,뉴욕 브로드웨이 알라딘 뮤지컬 티켓 [오케스트라 측면 좌석]
입장권/패스,공연&축제,스페인,바르셀로나,59900,EZF101,MHJ-PRD35EFABXYY,[바르셀로나] 동굴 플라멩고 공연 티켓 (타블라오 코르도베스) 
페리,크루즈,미국,뉴욕,29000,HEF100,MHJ-PRD3847CIQSM,[뉴욕] 랜드마크 서클라인 자유의 여신상 크루즈 (90분)
